id_factura,fecha,id_proveedor,id_departamento,importe,concepto
FAC_58AB9645,2025-08-12,PROV_0016,DEP_LEG,9590.0,Servicio de Vigilancia mensual - Ref 7600
FAC_74823720,2024-09-11,PROV_0024,DEP_LEG,9671.8,Hosting Web mensual - Ref 2535
FAC_D7BC0E46,2025-09-03,PROV_0015,DEP_IT,9422.32,Servicios de Transporte Nacional - Ref 5158
FAC_146D8301,2024-03-24,PROV_0033,DEP_OPS,3341.61,Patrocinio Evento Anual - Ref 1155
FAC_47C1875F,2025-07-07,PROV_0002,DEP_MKT,3832.27,Gestión RRSS mensual - Ref 7137
FAC_09FCD792,2025-02-17,PROV_0013,DEP_FIN,4447.13,Diseño Marca Corporativa - Ref 1366
FAC_F0DBB926,2026-02-02,PROV_0012,DEP_OPS,447.41,Consumo Eléctrico Centralizado - Ref 2585
FAC_D5FCAD93,2025-06-08,PROV_0033,DEP_LEG,782.74,Gestión RRSS mensual - Ref 5502
FAC_A83C1AB4,2025-10-15,PROV_0016,DEP_OPS,3017.82,Control Acceso Biométrico - Ref 4497
FAC_995643C5,2024-05-13,PROV_0008,DEP_MKT,942.71,Consumibles y Papelería - Ref 1238
FAC_1E58DD55,2024-11-05,PROV_0005,DEP_IT,12772.68,Servicio Formación Ejecutiva - Ref 2704
FAC_16DF1EF5,2024-10-04,PROV_0025,DEP_OPS,402.73,Consumo Eléctrico Centralizado - Ref 6314
FAC_AD926567,2025-06-28,PROV_0006,DEP_HR,2640.01,Servicio de Vigilancia mensual - Ref 6068
FAC_E3008FC7,2025-05-01,PROV_0012,DEP_OPS,267.1,Reparación Climatización - Ref 1839
FAC_30A81F21,2024-01-03,PROV_0017,DEP_IT,4886.66,Patrocinio Evento Anual - Ref 5083
FAC_1716F7F7,2024-03-27,PROV_0017,DEP_FIN,4007.46,Patrocinio Evento Anual - Ref 1369
FAC_09922DE1,2025-12-28,PROV_0035,DEP_LEG,5574.18,Asesoría Financiera - Ref 5217
FAC_53F5CE89,2025-05-29,PROV_0027,DEP_HR,9813.91,Asesoría Financiera - Ref 1970
FAC_8441FF85,2025-04-19,PROV_0011,DEP_OPS,2640.4,Servicio de Vigilancia mensual - Ref 9492
FAC_E8D8E4AD,2025-03-01,PROV_0026,DEP_IT,7843.05,Consultoría Estratégica Trimestral - Ref 3767
FAC_9E4C9B6D,2024-12-02,PROV_0024,DEP_FIN,7730.38,Hosting Web mensual - Ref 5691
FAC_85B7D122,2026-03-04,PROV_0008,DEP_MKT,584.61,Cafetería y Catering - Ref 8971
FAC_A1886617,2024-06-01,PROV_0019,DEP_LEG,3234.27,Asesoría Legal laboral - Ref 9251
FAC_DB2C4CCA,2024-08-12,PROV_0003,DEP_IT,500.2,Mobiliario ergonómico - Ref 5764
FAC_E5A60BAE,2025-03-19,PROV_0022,DEP_IT,3471.35,Tasas de Registro y Patentes - Ref 3969
FAC_D792008C,2024-01-06,PROV_0002,DEP_HR,3201.16,Gestión RRSS mensual - Ref 5560
FAC_0173A6BF,2026-05-18,PROV_0022,DEP_FIN,7699.0,Defensa Jurídica mensual - Ref 3906
FAC_19DCCB51,2024-11-14,PROV_0003,DEP_HR,602.65,Consumibles y Papelería - Ref 2113
FAC_45E2A4FE,2025-10-08,PROV_0015,DEP_FIN,8399.0,Servicios de Transporte Nacional - Ref 4546
FAC_A11E02A9,2025-09-01,PROV_0032,DEP_IT,335.31,Mobiliario ergonómico - Ref 7153
FAC_E017B44C,2025-08-03,PROV_0024,DEP_HR,14330.47,Soporte de Sistemas E2E - Ref 9949
FAC_C33B1515,2025-09-16,PROV_0002,DEP_MKT,3023.7,Gestión RRSS mensual - Ref 2883
FAC_2C514A81,2024-11-04,PROV_0029,DEP_FIN,4540.21,Servicio Notaría - Ref 3431
FAC_72A015C3,2024-11-18,PROV_0032,DEP_HR,690.44,Consumibles y Papelería - Ref 1451
FAC_93D9F6B7,2026-04-03,PROV_0018,DEP_OPS,339.66,Consumibles y Papelería - Ref 3524
FAC_96B40B19,2024-10-29,PROV_0034,DEP_LEG,153.79,Material de Oficina general - Ref 3514
FAC_9024277A,2024-08-15,PROV_0007,DEP_MKT,3114.47,Licencias de Software Cloud - Ref 8063
FAC_A7317E22,2025-09-18,PROV_0021,DEP_IT,5926.76,Auditoría de Procesos - Ref 2311
FAC_C3F6D1CE,2024-10-06,PROV_0023,DEP_MKT,1872.48,Gestión RRSS mensual - Ref 4749
FAC_2786D5B3,2025-03-09,PROV_0034,DEP_MKT,579.94,Mobiliario ergonómico - Ref 8222
FAC_516D6E55,2024-10-01,PROV_0029,DEP_OPS,602.01,Tasas de Registro y Patentes - Ref 2023
FAC_1E11500A,2025-11-27,PROV_0011,DEP_IT,1273.39,Sistemas Alarma Instalación - Ref 2712
FAC_11B6DAF4,2026-05-21,PROV_0012,DEP_HR,364.47,Mantenimiento Ascensores - Ref 9845
FAC_12057CBC,2026-02-07,PROV_0009,DEP_MKT,8070.96,Licencias de Software Cloud - Ref 7159
FAC_92737AA3,2025-03-15,PROV_0018,DEP_FIN,589.65,Material de Oficina general - Ref 9117
FAC_F70F2FE5,2025-06-09,PROV_0027,DEP_HR,9370.88,Consultoría Estratégica Trimestral - Ref 8263
FAC_F94C282D,2024-05-08,PROV_0009,DEP_HR,3634.97,Hardware Portátiles - Ref 4433
FAC_D244DD97,2026-04-17,PROV_0012,DEP_LEG,679.23,Mantenimiento Ascensores - Ref 6970
FAC_05E86E00,2024-08-28,PROV_0019,DEP_OPS,1312.55,Defensa Jurídica mensual - Ref 1810
FAC_9AFEA1E8,2024-03-11,PROV_0019,DEP_HR,2696.59,Servicio Notaría - Ref 2838
FAC_0980395A,2025-07-09,PROV_0006,DEP_LEG,1045.21,Servicio de Vigilancia mensual - Ref 8799
FAC_0CDD059C,2025-05-12,PROV_0005,DEP_LEG,6130.28,Auditoría de Procesos - Ref 9542
FAC_EAE58E55,2025-05-10,PROV_0023,DEP_LEG,3262.16,Diseño Marca Corporativa - Ref 4573
FAC_C14687C1,2025-12-30,PROV_0002,DEP_FIN,802.92,Campaña Publicidad Digital - Ref 6193
FAC_4FB6D602,2024-06-18,PROV_0005,DEP_OPS,13033.4,Consultoría Estratégica Trimestral - Ref 1259
FAC_D5334B0D,2025-11-10,PROV_0015,DEP_IT,5561.26,Distribución Última Milla - Ref 4720
FAC_7C9C5FD0,2024-12-05,PROV_0001,DEP_HR,5202.42,Consultoría Estratégica Trimestral - Ref 1974
FAC_CAC20296,2026-05-10,PROV_0030,DEP_MKT,583.01,Mobiliario ergonómico - Ref 4616
FAC_029D7DE4,2024-05-13,PROV_0035,DEP_IT,9764.97,Auditoría de Procesos - Ref 2767
FAC_594F88EF,2024-12-21,PROV_0002,DEP_OPS,1910.71,Patrocinio Evento Anual - Ref 7336
FAC_9CB4D807,2026-02-18,PROV_0021,DEP_OPS,6299.73,Consultoría Estratégica Trimestral - Ref 7668
FAC_416DA243,2025-06-27,PROV_0007,DEP_OPS,9161.84,Licencias de Software Cloud - Ref 8712
FAC_013AD1BB,2025-01-21,PROV_0001,DEP_HR,13225.61,Asesoría Financiera - Ref 5113
FAC_FD7FDA7A,2026-06-10,PROV_0003,DEP_LEG,850.8,Mobiliario ergonómico - Ref 3758
FAC_D485CA1A,2024-12-16,PROV_0001,DEP_IT,6712.64,Consultoría Estratégica Trimestral - Ref 3252
FAC_2A3C8ECC,2025-06-15,PROV_0004,DEP_LEG,9200.0,Asesoría Financiera - Ref 6371
FAC_D0BD5CEA,2025-02-14,PROV_0011,DEP_OPS,2554.74,Servicio de Vigilancia mensual - Ref 2309
FAC_C90FD97E,2025-04-08,PROV_0003,DEP_MKT,624.11,Consumibles y Papelería - Ref 8338
FAC_CE9553D7,2025-03-17,PROV_0026,DEP_MKT,5369.04,Asesoría Financiera - Ref 7039
FAC_67497FF9,2025-07-12,PROV_0013,DEP_IT,2009.73,Diseño Marca Corporativa - Ref 3486
FAC_21C81131,2025-01-27,PROV_0033,DEP_IT,2918.49,Campaña Publicidad Digital - Ref 1184
FAC_53459871,2025-08-10,PROV_0035,DEP_OPS,7924.32,Servicio Formación Ejecutiva - Ref 8740
FAC_F0A9E7AA,2025-03-29,PROV_0023,DEP_IT,3980.62,Patrocinio Evento Anual - Ref 4531
FAC_216BC71B,2025-11-20,PROV_0023,DEP_LEG,1935.27,Campaña Publicidad Digital - Ref 8313
FAC_C1E4DE67,2025-08-12,PROV_0020,DEP_HR,5981.84,Consultoría Estratégica Trimestral - Ref 5146
FAC_D0EA243E,2025-10-28,PROV_0017,DEP_OPS,2573.89,Gestión RRSS mensual - Ref 8723
FAC_EE6A2178,2024-11-03,PROV_0033,DEP_FIN,537.64,Gestión RRSS mensual - Ref 7508
FAC_90AF203C,2024-11-10,PROV_0014,DEP_MKT,7960.58,Licencias de Software Cloud - Ref 8190
FAC_1BEE25BC,2025-11-11,PROV_0002,DEP_LEG,1201.05,Diseño Marca Corporativa - Ref 1701
FAC_4840AC29,2025-08-30,PROV_0024,DEP_LEG,12965.41,Soporte de Sistemas E2E - Ref 4854
FAC_EF2E29B0,2024-12-25,PROV_0021,DEP_FIN,7902.96,Servicio Formación Ejecutiva - Ref 6797
FAC_71C26E91,2024-09-26,PROV_0017,DEP_HR,2990.75,Diseño Marca Corporativa - Ref 4958
FAC_D7961550,2025-11-23,PROV_0011,DEP_FIN,8899.0,Servicio de Vigilancia mensual - Ref 6998
FAC_0CB54342,2025-10-09,PROV_0013,DEP_FIN,9150.0,Diseño Marca Corporativa - Ref 9222
FAC_E85DCB39,2024-07-13,PROV_0031,DEP_HR,12483.31,Asesoría Financiera - Ref 6253
FAC_300FA56B,2024-04-12,PROV_0006,DEP_MKT,828.12,Control Acceso Biométrico - Ref 6654
FAC_00EAB7B8,2026-04-01,PROV_0014,DEP_OPS,5531.33,Hosting Web mensual - Ref 2582
FAC_56CD03F6,2025-01-20,PROV_0021,DEP_IT,14066.81,Servicio Formación Ejecutiva - Ref 2471
FAC_8AD84CDD,2024-11-24,PROV_0033,DEP_LEG,1316.26,Campaña Publicidad Digital - Ref 6240
FAC_0B60131C,2024-10-26,PROV_0033,DEP_FIN,618.12,Gestión RRSS mensual - Ref 7072
FAC_4925932D,2024-05-26,PROV_0007,DEP_LEG,6560.78,Hosting Web mensual - Ref 6165
FAC_883802B6,2025-09-29,PROV_0007,DEP_FIN,14466.16,Hosting Web mensual - Ref 1689
FAC_78B3D03E,2025-08-03,PROV_0021,DEP_HR,4113.36,Consultoría Estratégica Trimestral - Ref 5578
FAC_E571EFDA,2025-07-01,PROV_0002,DEP_MKT,1871.86,Gestión RRSS mensual - Ref 7069
FAC_726F827C,2024-12-15,PROV_0034,DEP_HR,7300.0,Mobiliario ergonómico - Ref 3341
FAC_BD996652,2024-09-07,PROV_0032,DEP_MKT,744.13,Material de Oficina general - Ref 3504
FAC_5F5383B1,2025-01-25,PROV_0035,DEP_FIN,3245.13,Servicio Formación Ejecutiva - Ref 8648
FAC_6D71DFAD,2026-05-26,PROV_0031,DEP_IT,9362.98,Asesoría Financiera - Ref 6685
FAC_460B4F6B,2026-04-15,PROV_0006,DEP_FIN,1035.1,Sistemas Alarma Instalación - Ref 9838
FAC_BBB250AF,2025-08-01,PROV_0017,DEP_FIN,4450.65,Campaña Publicidad Digital - Ref 5734
FAC_49D30873,2026-02-12,PROV_0019,DEP_OPS,3235.61,Asesoría Legal laboral - Ref 2871
FAC_0664D193,2024-03-20,PROV_0004,DEP_MKT,3280.05,Auditoría de Procesos - Ref 3741
FAC_4735D23C,2024-07-21,PROV_0030,DEP_IT,443.44,Consumibles y Papelería - Ref 5528
FAC_F4B4360A,2025-07-24,PROV_0033,DEP_IT,2626.72,Diseño Marca Corporativa - Ref 1846
FAC_C5322826,2025-12-24,PROV_0024,DEP_MKT,4881.71,Hosting Web mensual - Ref 5163
FAC_42632F55,2025-04-15,PROV_0012,DEP_IT,603.87,Reparación Climatización - Ref 7993
FAC_8D1C53DE,2026-04-26,PROV_0019,DEP_FIN,757.07,Asesoría Legal laboral - Ref 1368
FAC_310926F7,2024-07-03,PROV_0017,DEP_FIN,721.6,Gestión RRSS mensual - Ref 7924
FAC_D2E6FD9F,2026-05-11,PROV_0029,DEP_MKT,8390.0,Asesoría Legal laboral - Ref 2258
FAC_F66A74E9,2025-04-27,PROV_0022,DEP_HR,2417.46,Asesoría Legal laboral - Ref 7229
FAC_BAC87EDB,2025-02-04,PROV_0016,DEP_OPS,3249.13,Control Acceso Biométrico - Ref 7137
FAC_0E93519D,2024-11-16,PROV_0007,DEP_MKT,9976.97,Soporte de Sistemas E2E - Ref 4433
FAC_C7296DDA,2024-03-27,PROV_0002,DEP_IT,2067.1,Campaña Publicidad Digital - Ref 8214
FAC_DB30B5A9,2024-08-26,PROV_0008,DEP_FIN,721.48,Mobiliario ergonómico - Ref 9299
FAC_128BF750,2024-10-29,PROV_0007,DEP_HR,5332.47,Hosting Web mensual - Ref 2504
FAC_9EF907F8,2026-05-08,PROV_0034,DEP_IT,7650.0,Material de Oficina general - Ref 4196
FAC_421025FF,2025-09-16,PROV_0008,DEP_FIN,386.11,Mobiliario ergonómico - Ref 4772
FAC_EEE3085E,2026-01-15,PROV_0023,DEP_IT,1711.55,Patrocinio Evento Anual - Ref 9952
FAC_735C66D1,2024-04-21,PROV_0018,DEP_FIN,555.8,Consumibles y Papelería - Ref 6508
FAC_D78E2258,2025-12-31,PROV_0025,DEP_IT,56.52,Limpieza Oficinas Centrales - Ref 4407
FAC_85F04FF4,2025-01-17,PROV_0008,DEP_HR,852.96,Mobiliario ergonómico - Ref 2638
FAC_E0130C96,2024-08-13,PROV_0027,DEP_OPS,12157.01,Asesoría Financiera - Ref 8481
FAC_2E8194BE,2026-04-25,PROV_0012,DEP_HR,518.06,Limpieza Oficinas Centrales - Ref 8538
FAC_E1FBD325,2025-07-09,PROV_0008,DEP_MKT,864.44,Mobiliario ergonómico - Ref 8068
FAC_379D7E5C,2024-07-29,PROV_0028,DEP_FIN,742.57,Patrocinio Evento Anual - Ref 8384
FAC_37B7B67F,2024-07-27,PROV_0002,DEP_MKT,1770.81,Campaña Publicidad Digital - Ref 9759
FAC_DD5A7E39,2025-05-30,PROV_0035,DEP_IT,8678.5,Servicio Formación Ejecutiva - Ref 6087
FAC_B551FE17,2025-04-25,PROV_0032,DEP_OPS,52.19,Cafetería y Catering - Ref 3933
FAC_353417A2,2025-10-07,PROV_0001,DEP_IT,4897.99,Consultoría Estratégica Trimestral - Ref 9153
FAC_141A2DE9,2024-09-04,PROV_0003,DEP_FIN,7950.0,Cafetería y Catering - Ref 4210
FAC_E960AE42,2024-01-03,PROV_0021,DEP_LEG,11402.81,Auditoría de Procesos - Ref 5892
FAC_391D0B81,2025-04-04,PROV_0009,DEP_MKT,14015.71,Licencias de Software Cloud - Ref 3287
FAC_10D9F358,2024-01-26,PROV_0014,DEP_FIN,13786.78,Licencias de Software Cloud - Ref 3397
FAC_857C8237,2024-08-16,PROV_0003,DEP_IT,83.42,Mobiliario ergonómico - Ref 1083
FAC_142ED3FA,2025-07-22,PROV_0019,DEP_LEG,2927.51,Servicio Notaría - Ref 7337
FAC_B74F247B,2024-03-06,PROV_0026,DEP_OPS,2747.36,Auditoría de Procesos - Ref 5501
FAC_51A82830,2026-01-10,PROV_0020,DEP_OPS,9049.88,Servicio Formación Ejecutiva - Ref 1691
FAC_228F3C0B,2024-07-20,PROV_0006,DEP_LEG,981.61,Sistemas Alarma Instalación - Ref 8002
FAC_4E99A84C,2024-03-10,PROV_0019,DEP_OPS,1212.76,Servicio Notaría - Ref 2967
FAC_CBFB6225,2025-11-10,PROV_0014,DEP_LEG,13608.76,Soporte de Sistemas E2E - Ref 3873
FAC_DD1418F8,2025-06-30,PROV_0035,DEP_IT,9138.72,Servicio Formación Ejecutiva - Ref 8973
FAC_17C398EF,2024-12-30,PROV_0022,DEP_HR,4265.03,Servicio Notaría - Ref 4336
FAC_2D818A27,2025-12-25,PROV_0035,DEP_MKT,14174.23,Servicio Formación Ejecutiva - Ref 2321
FAC_4D5FE798,2025-11-05,PROV_0001,DEP_OPS,8141.55,Servicio Formación Ejecutiva - Ref 3722
FAC_A6A50742,2025-01-12,PROV_0014,DEP_IT,5407.88,Hosting Web mensual - Ref 3038
FAC_569E79C2,2024-10-25,PROV_0013,DEP_OPS,3328.35,Campaña Publicidad Digital - Ref 5122
FAC_F6C884AF,2025-09-13,PROV_0011,DEP_FIN,2734.55,Sistemas Alarma Instalación - Ref 3716
FAC_BFF6BC19,2026-03-09,PROV_0019,DEP_OPS,1797.05,Defensa Jurídica mensual - Ref 8081
FAC_5A1CCA10,2024-05-18,PROV_0004,DEP_OPS,7650.0,Asesoría Financiera - Ref 3919
FAC_BFB00554,2026-04-17,PROV_0016,DEP_MKT,3727.35,Control Acceso Biométrico - Ref 3837
FAC_65549755,2024-12-16,PROV_0032,DEP_HR,364.09,Consumibles y Papelería - Ref 2782
FAC_95501B08,2026-04-10,PROV_0026,DEP_IT,4460.53,Servicio Formación Ejecutiva - Ref 7941
FAC_307E2361,2025-09-20,PROV_0006,DEP_MKT,1965.25,Control Acceso Biométrico - Ref 7988
FAC_F884BCA1,2026-03-26,PROV_0004,DEP_LEG,11420.74,Asesoría Financiera - Ref 8751
FAC_836C858F,2024-03-29,PROV_0003,DEP_LEG,404.33,Consumibles y Papelería - Ref 1726
FAC_7EB64245,2024-11-26,PROV_0006,DEP_FIN,3468.96,Control Acceso Biométrico - Ref 5174
FAC_717AE310,2026-04-04,PROV_0027,DEP_LEG,8299.0,Asesoría Financiera - Ref 7735
FAC_B5EEFF73,2024-02-15,PROV_0021,DEP_FIN,8490.0,Auditoría de Procesos - Ref 8071
FAC_C57555BC,2025-03-05,PROV_0009,DEP_MKT,3491.64,Licencias de Software Cloud - Ref 5494
FAC_829807DC,2026-02-16,PROV_0018,DEP_IT,206.7,Cafetería y Catering - Ref 8587
FAC_43CAE6F6,2025-10-06,PROV_0006,DEP_FIN,4883.61,Servicio de Vigilancia mensual - Ref 6576
FAC_9A3FEA08,2024-08-11,PROV_0031,DEP_FIN,4022.58,Servicio Formación Ejecutiva - Ref 9185
FAC_DA9518BA,2024-12-05,PROV_0024,DEP_IT,12834.1,Licencias de Software Cloud - Ref 7821
FAC_79A45E7E,2026-04-29,PROV_0025,DEP_OPS,699.91,Limpieza Oficinas Centrales - Ref 2492
FAC_23F0C9A7,2025-01-29,PROV_0035,DEP_OPS,13110.24,Consultoría Estratégica Trimestral - Ref 1659
FAC_ABA5C2DD,2026-02-16,PROV_0006,DEP_MKT,9899.0,Servicio de Vigilancia mensual - Ref 9301
FAC_B6DDA893,2025-05-28,PROV_0022,DEP_LEG,9699.0,Tasas de Registro y Patentes - Ref 3800
FAC_E86B068E,2024-12-28,PROV_0011,DEP_IT,2983.37,Servicio de Vigilancia mensual - Ref 5881
FAC_33935A54,2025-05-15,PROV_0024,DEP_HR,2616.68,Mantenimiento Servidores - Ref 6410
FAC_244D570E,2024-05-27,PROV_0009,DEP_MKT,13105.34,Soporte de Sistemas E2E - Ref 9257
FAC_CA7B040A,2024-01-08,PROV_0026,DEP_HR,7400.0,Consultoría Estratégica Trimestral - Ref 1726
FAC_B4345AC3,2024-01-02,PROV_0009,DEP_FIN,12007.89,Licencias de Software Cloud - Ref 5353
FAC_D5D8A04F,2025-02-19,PROV_0002,DEP_FIN,538.51,Patrocinio Evento Anual - Ref 9314
FAC_5C54DC61,2026-05-07,PROV_0018,DEP_MKT,864.09,Material de Oficina general - Ref 7031
FAC_B1791B8C,2024-02-20,PROV_0013,DEP_HR,2636.21,Diseño Marca Corporativa - Ref 1216
FAC_8453ED4E,2025-03-08,PROV_0011,DEP_MKT,1626.27,Sistemas Alarma Instalación - Ref 1445
FAC_49C8933F,2026-05-13,PROV_0014,DEP_MKT,3446.47,Hardware Portátiles - Ref 9028
FAC_C6BF8840,2025-04-18,PROV_0021,DEP_IT,11360.72,Consultoría Estratégica Trimestral - Ref 3400
FAC_7F0493DE,2025-08-04,PROV_0001,DEP_HR,4326.6,Asesoría Financiera - Ref 3601
FAC_75D67B33,2025-03-04,PROV_0017,DEP_OPS,1587.87,Gestión RRSS mensual - Ref 6187
FAC_0ED8448E,2024-04-11,PROV_0022,DEP_LEG,531.07,Tasas de Registro y Patentes - Ref 4721
FAC_B9DFCF50,2025-06-25,PROV_0033,DEP_OPS,2598.18,Gestión RRSS mensual - Ref 8041
FAC_588C26AB,2024-12-02,PROV_0022,DEP_IT,4303.92,Tasas de Registro y Patentes - Ref 3803
FAC_DAA47AAE,2025-07-28,PROV_0034,DEP_IT,658.31,Mobiliario ergonómico - Ref 5101
FAC_78B7E787,2025-07-10,PROV_0011,DEP_FIN,3389.27,Servicio de Vigilancia mensual - Ref 3333
FAC_03ADECC6,2026-01-16,PROV_0020,DEP_HR,14657.77,Auditoría de Procesos - Ref 8905
FAC_0FBF412F,2025-11-15,PROV_0029,DEP_LEG,1938.63,Tasas de Registro y Patentes - Ref 5261
FAC_408FF8E9,2024-05-28,PROV_0013,DEP_MKT,500.55,Patrocinio Evento Anual - Ref 9845
FAC_B0C46880,2025-01-03,PROV_0007,DEP_IT,4532.48,Licencias de Software Cloud - Ref 8933
FAC_682C7639,2026-06-02,PROV_0028,DEP_OPS,3420.98,Diseño Marca Corporativa - Ref 7700
FAC_3779C876,2024-10-12,PROV_0035,DEP_OPS,10969.41,Consultoría Estratégica Trimestral - Ref 8581
FAC_53CEEFC8,2025-06-29,PROV_0020,DEP_OPS,6862.5,Auditoría de Procesos - Ref 7696
FAC_D0E29763,2026-02-02,PROV_0016,DEP_HR,982.25,Servicio de Vigilancia mensual - Ref 6658
FAC_2EF174BE,2025-12-07,PROV_0005,DEP_OPS,6159.82,Servicio Formación Ejecutiva - Ref 4645
FAC_E02A656B,2025-03-19,PROV_0022,DEP_LEG,4071.89,Servicio Notaría - Ref 3052
FAC_B3297E8C,2025-11-04,PROV_0012,DEP_OPS,807.98,Limpieza Oficinas Centrales - Ref 8028
FAC_48A2912C,2026-03-16,PROV_0007,DEP_MKT,11955.33,Hosting Web mensual - Ref 4070
FAC_73FB9F97,2025-06-21,PROV_0022,DEP_LEG,3601.81,Servicio Notaría - Ref 7427
FAC_28107B2E,2025-09-27,PROV_0021,DEP_MKT,9799.0,Servicio Formación Ejecutiva - Ref 3839
FAC_53F78299,2025-07-23,PROV_0033,DEP_HR,3925.15,Diseño Marca Corporativa - Ref 9444
FAC_EF438BFE,2026-03-07,PROV_0032,DEP_MKT,89.51,Cafetería y Catering - Ref 1743
FAC_A437F685,2025-09-29,PROV_0031,DEP_LEG,14669.79,Consultoría Estratégica Trimestral - Ref 8321
FAC_197656B5,2025-03-18,PROV_0015,DEP_MKT,6862.18,Fletes Internacionales - Ref 6638
FAC_19C22EE2,2024-04-04,PROV_0009,DEP_FIN,4119.98,Mantenimiento Servidores - Ref 5490
FAC_718DBA13,2025-04-02,PROV_0023,DEP_MKT,1912.65,Patrocinio Evento Anual - Ref 3885
FAC_EB843DCD,2026-01-16,PROV_0031,DEP_MKT,8535.38,Auditoría de Procesos - Ref 7379
FAC_522E0FD8,2025-10-10,PROV_0014,DEP_OPS,12167.82,Licencias de Software Cloud - Ref 2765
FAC_6CE50CA3,2024-02-27,PROV_0034,DEP_MKT,9850.0,Mobiliario ergonómico - Ref 6004
FAC_4668AA7C,2024-02-26,PROV_0030,DEP_FIN,466.28,Consumibles y Papelería - Ref 3302
FAC_90C6147F,2025-09-22,PROV_0009,DEP_FIN,6840.03,Soporte de Sistemas E2E - Ref 6139
FAC_3DBDFA9D,2024-05-08,PROV_0012,DEP_LEG,824.78,Mantenimiento Ascensores - Ref 6018
FAC_8D8DF712,2024-01-13,PROV_0028,DEP_MKT,1547.0,Gestión RRSS mensual - Ref 5441
FAC_C273F173,2025-11-30,PROV_0035,DEP_HR,13777.13,Consultoría Estratégica Trimestral - Ref 6912
FAC_67595F74,2025-03-07,PROV_0008,DEP_IT,560.41,Material de Oficina general - Ref 1791
FAC_91F76357,2025-01-18,PROV_0013,DEP_OPS,1993.29,Gestión RRSS mensual - Ref 7272
FAC_C70BE234,2024-07-16,PROV_0003,DEP_HR,491.7,Mobiliario ergonómico - Ref 7336
FAC_8473AA27,2026-06-02,PROV_0005,DEP_HR,4267.33,Asesoría Financiera - Ref 8836
FAC_A757235C,2025-07-09,PROV_0018,DEP_IT,697.64,Material de Oficina general - Ref 1584
FAC_DE205291,2025-11-22,PROV_0029,DEP_OPS,752.48,Tasas de Registro y Patentes - Ref 5202
FAC_2F3D0AB0,2026-01-04,PROV_0005,DEP_FIN,6831.99,Auditoría de Procesos - Ref 2313
FAC_EC4922C6,2026-05-24,PROV_0019,DEP_LEG,1521.14,Defensa Jurídica mensual - Ref 7507
FAC_66D355C9,2024-08-27,PROV_0014,DEP_FIN,6221.15,Mantenimiento Servidores - Ref 6037
FAC_3B047990,2024-10-18,PROV_0025,DEP_IT,393.72,Reparación Climatización - Ref 6407
FAC_A122BE35,2025-06-28,PROV_0026,DEP_MKT,5324.65,Servicio Formación Ejecutiva - Ref 3503
FAC_1062DADC,2024-08-23,PROV_0020,DEP_OPS,7360.71,Consultoría Estratégica Trimestral - Ref 6074
FAC_6CCD28EE,2024-07-12,PROV_0028,DEP_IT,9499.0,Patrocinio Evento Anual - Ref 2912
FAC_33338649,2026-05-22,PROV_0020,DEP_IT,4395.53,Auditoría de Procesos - Ref 3103
FAC_560919BA,2024-05-17,PROV_0012,DEP_FIN,330.64,Consumo Eléctrico Centralizado - Ref 1591
FAC_C319229F,2024-06-20,PROV_0022,DEP_MKT,4446.89,Servicio Notaría - Ref 8253
FAC_9B42B576,2025-10-09,PROV_0001,DEP_HR,13432.06,Consultoría Estratégica Trimestral - Ref 2700
FAC_352534F2,2025-10-09,PROV_0013,DEP_OPS,1392.69,Diseño Marca Corporativa - Ref 6774
FAC_DEE193AE,2024-10-02,PROV_0028,DEP_OPS,1153.98,Patrocinio Evento Anual - Ref 1236
FAC_6782194D,2024-11-13,PROV_0030,DEP_HR,798.29,Material de Oficina general - Ref 5057
FAC_3DEC0D3C,2026-05-12,PROV_0006,DEP_HR,3114.33,Servicio de Vigilancia mensual - Ref 5597
FAC_6C088E92,2024-04-15,PROV_0013,DEP_IT,1086.18,Patrocinio Evento Anual - Ref 2290
FAC_AADC1FEF,2024-12-09,PROV_0010,DEP_HR,492.99,Material de Oficina general - Ref 1222
FAC_CEBFBCFD,2024-10-12,PROV_0010,DEP_FIN,353.6,Material de Oficina general - Ref 1155
FAC_1E9FC47D,2025-06-26,PROV_0006,DEP_HR,3233.81,Servicio de Vigilancia mensual - Ref 7780
FAC_0B595FCD,2025-06-05,PROV_0023,DEP_FIN,1470.05,Campaña Publicidad Digital - Ref 3701
FAC_4D44D504,2025-08-18,PROV_0032,DEP_HR,840.97,Material de Oficina general - Ref 5441
FAC_6EB11158,2024-07-24,PROV_0023,DEP_HR,630.25,Diseño Marca Corporativa - Ref 1430
FAC_7529722C,2024-04-16,PROV_0002,DEP_LEG,2812.27,Gestión RRSS mensual - Ref 7796
FAC_3620AC10,2026-03-03,PROV_0013,DEP_FIN,4104.95,Diseño Marca Corporativa - Ref 5237
FAC_CA14501E,2026-01-10,PROV_0017,DEP_MKT,3764.59,Patrocinio Evento Anual - Ref 8082
FAC_DD3AD79A,2024-06-13,PROV_0001,DEP_HR,11014.48,Auditoría de Procesos - Ref 6360
FAC_CB8AA07F,2025-04-03,PROV_0002,DEP_MKT,3120.02,Patrocinio Evento Anual - Ref 6552
FAC_03A6297E,2024-05-05,PROV_0015,DEP_OPS,13738.42,Servicios de Transporte Nacional - Ref 9592
